,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,language,latitude,longitude,onmousedown,snippet,source,sponsored,state,stations,url
0,Boston,Boston Medical Center,US,"Thu, 15 Feb 2018 05:57:56 GMT",False,"Boston, MA","Boston, MA",4 days ago,False,e625acfe64bc77af,Paralegal,en,42.35843,-71.05977,"indeed_clk(this,'5284');",The <b>paralegal</b> will:. (5) conduct basic legal research under the supervision of an attorney; It is the largest and busiest provider of trauma and emergency...,Boston Medical Center,False,MA,,http://www.indeed.com/viewjob?jk=e625acfe64bc77af&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
1,Boston,Adler Pollock & Sheehan P.C.,US,"Wed, 14 Feb 2018 13:38:36 GMT",False,"Boston, MA","Boston, MA 02110",5 days ago,True,8a11505e1dadf07a,Paralegal,en,42.353275,-71.05627,"indeed_clk(this,'5284');",Seeking a <b>Paralegal</b> with at least one year of litigation experience for its busy insurance defense practice....,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=8a11505e1dadf07a&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
2,Boston,"Squillace & Associates, P.C.",US,"Wed, 03 Jan 2018 19:44:56 GMT",False,"Boston, MA","Boston, MA 02116",30+ days ago,True,9b1835c532c54cc0,Legal Assistant/Paralegal,en,42.352196,-71.0788,"indeed_clk(this,'5284');","Perform traditional <b>paralegal</b> duties including producing various documents, correspondence, and memos as necessary;...",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=9b1835c532c54cc0&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
3,Boston,Berluti McLaughlin & Kutchin LLP,US,"Mon, 12 Feb 2018 14:54:30 GMT",False,"Boston, MA","Boston, MA 02108",7 days ago,True,22fa72cdd072a090,Legal Administrative Assistant/Paralegal,en,42.357143,-71.06593,"indeed_clk(this,'5284');","Hours are 8:30 a.m. – 5:00 p.m. ESTATE PLANNING, PROBATE and REAL ESTATE LEGAL ASSISTANT or <b>PARALEGAL</b> to support a partner and his team servicing business...",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=22fa72cdd072a090&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
4,Boston,Law Office of John J. Sheehan,US,"Tue, 30 Jan 2018 17:57:09 GMT",False,"Boston, MA","Boston, MA 02108",20 days ago,True,115772756e6e041a,Paralegal/Legal Assistant,en,42.35769,-71.059525,"indeed_clk(this,'5284');",Downtown Boston PI firm with busy WC and MVA plaintiff practice seeks FT legal assistant/paralegal. Must have excellent written and oral communication skills....,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=115772756e6e041a&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
5,Boston,Massachusetts Office of the Attorney General,US,"Fri, 16 Feb 2018 19:07:57 GMT",False,"Boston, MA","Boston, MA",3 days ago,False,988314505bc25a69,"Temporary Paralegal, Consumer Protection Division",en,42.35843,-71.05977,"indeed_clk(this,'5284');","Effective writing, research, and advocacy skills required. Attorney General Maura Healey is looking for a highly motivated individual to assist in the...",Massachusetts Office of the Attorney General,False,MA,,http://www.indeed.com/viewjob?jk=988314505bc25a69&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
6,Boston,Andover Personnel,US,"Thu, 01 Feb 2018 13:15:47 GMT",False,"Boston, MA","Boston, MA",18 days ago,True,70b39c87fb4de3ba,Paralegal,en,42.357143,-71.05495,"indeed_clk(this,'5284');",*Job Summary* * Temp to Perm Role * Paralegal Experience (Estimated 5 Years) * Unemployment Experience (Preferred) * Self-Motivated * Strong Administrative...,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=70b39c87fb4de3ba&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
7,Boston,"Gordon Rees Scully Mansukhani, LLP",US,"Fri, 26 Jan 2018 17:24:23 GMT",False,"Boston, MA","Boston, MA",24 days ago,True,7b124caea69c7be8,Litigation Paralegal,en,42.357143,-71.05495,"indeed_clk(this,'5284');","Gordon Rees Scully Mansukhani, LLP, a national law firm, is seeking an experienced litigation <b>paralegal</b> for its Boston, MA office....",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=7b124caea69c7be8&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
8,Boston,Fragomen,US,"Sun, 12 Nov 2017 11:22:33 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,90bef4b1f0dd9d16,Assistant Paralegal 1,en,42.35843,-71.05977,"indeed_clk(this,'5284');","Our exclusive focus on immigration means you will practice in an exciting, ever-changing and challenging environment with people who are passionate about...",Fragomen,False,MA,,http://www.indeed.com/viewjob?jk=90bef4b1f0dd9d16&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
9,Boston,"Law Offices of Michael P. Joyce, PC",US,"Wed, 07 Feb 2018 20:02:47 GMT",False,"Boston, MA","Boston, MA",12 days ago,True,ef0aa550ca776017,Litigation Paralegal,en,42.357143,-71.05495,"indeed_clk(this,'5284');","Compensation and hours commensurate with the experience and skills of the candidate. Exciting opportunity to join a boutique, plaintiff’s side products...",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=ef0aa550ca776017&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jqm5u4pcee
0,Boston,Dechert LLP,US,"Tue, 13 Feb 2018 23:56:12 GMT",False,"Boston, MA","Boston, MA 02116",6 days ago,False,5f044ac8be447992,Paralegal – Patent US and Foreign Filing,en,42.349247,-71.07513,"indeed_clk(this,'5382');","This <b>paralegal</b> is expected to bill 1500 hours annually. This position requires an experienced, well-organized and independent <b>paralegal</b>....",Dechert LLP,False,MA,,http://www.indeed.com/viewjob?jk=5f044ac8be447992&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
1,Boston,"Martin, Magnuson, McCarthy & Kenney",US,"Tue, 28 Nov 2017 17:15:59 GMT",False,"Boston, MA","Boston, MA 02114",30+ days ago,True,024e57a63efe996f,Litigation Paralegal,en,42.363823,-71.06166,"indeed_clk(this,'5382');",<b>Paralegal</b> Certificate preferred. Mid-sized well-established Boston medical malpractice/insurance defense litigation firm seeks bright and industrious individual...,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=024e57a63efe996f&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
2,Boston,Santander Bank,US,"Thu, 23 Nov 2017 08:34:33 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,21671bd6bc6a7885,Legal Paralegal - Consumer and Business Banking,en,42.35843,-71.05977,"indeed_clk(this,'5382');",<b>Paralegal</b> Certification preferred. Legal <b>Paralegal</b> - Consumer and Business Banking - 1708804 Description Summary:....,Santander Bank,False,MA,,http://www.indeed.com/viewjob?jk=21671bd6bc6a7885&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
3,Boston,Commonwealth of Massachusetts,US,"Sat, 17 Feb 2018 00:32:24 GMT",False,"Boston, MA","Boston, MA",3 days ago,False,9b99e41a74ef0278,Temporary Paralegal,en,42.35843,-71.05977,"indeed_clk(this,'5382');","Effective writing, research, and advocacy skills required. Attorney General Maura Healey is looking for a highly motivated individual to assist in the...",Commonwealth of Massachusetts,False,MA,,http://www.indeed.com/viewjob?jk=9b99e41a74ef0278&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
4,Boston,TARLOW BREED HART & RODGERS,US,"Tue, 30 Jan 2018 15:33:59 GMT",False,"Boston, MA","Boston, MA",20 days ago,True,eef15ed71f65f1cd,Real Estate - Legal Assistant,en,42.35843,-71.05977,"indeed_clk(this,'5382');",Assists <b>paralegals</b> with various tasks and assignments. Online title research at various registries of deeds and the Secretary of State’s office websites....,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=eef15ed71f65f1cd&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
5,Boston,K&L Gates,US,"Sat, 11 Nov 2017 05:11:43 GMT",False,"Boston, MA","Boston, MA 02111",30+ days ago,False,a18d97b3d8723454,Blue Sky Paralegal,en,42.35272,-71.0583,"indeed_clk(this,'5382');",The global law firm of K&amp;L Gates LLP seeks a Blue Sky <b>Paralegal</b> for its Boston office. A certificate of completion of a <b>paralegal</b> program approved by the...,K&L Gates,False,MA,,http://www.indeed.com/viewjob?jk=a18d97b3d8723454&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
6,Cambridge,bluebird bio,US,"Tue, 13 Feb 2018 18:31:04 GMT",False,"Cambridge, MA","Cambridge, MA",6 days ago,False,cd23ac8fb26ccea4,Corporate Paralegal,en,42.373627,-71.10439,"indeed_clk(this,'5382');","Ownership and maintenance of corporate records for bluebird bio and multiple US and international subsidiaries, including coordinating good standing activities...",bluebird bio,False,MA,,http://www.indeed.com/viewjob?jk=cd23ac8fb26ccea4&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
7,Boston,"Breakstone, White & Gluck",US,"Thu, 15 Feb 2018 19:06:16 GMT",False,"Boston, MA","Boston, MA 02108",4 days ago,True,3293ee21442b7548,Temporary Legal Assistant/Secretary,en,42.3598,-71.06025,"indeed_clk(this,'5382');","Previous legal secretary or <b>paralegal</b> experience preferred. This is a full time position, but we will consider less than 40 hours as your schedule may require....",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=3293ee21442b7548&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
8,Boston,Thornton Law Firm LLP,US,"Tue, 28 Nov 2017 17:40:21 GMT",False,"Boston, MA","Boston, MA 02110",30+ days ago,True,4e84e1acc7025f7d,Paralegal - Personal Injury Practice,en,42.353825,-71.05734,"indeed_clk(this,'5382');","Thornton Law Firm seeks a full time <b>paralegal</b>. 401-k plan, Firm matching contribution and Pension plan. Review medical and employment records for submission to...",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=4e84e1acc7025f7d&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
9,Boston,Kirkland & Ellis LLP,US,"Sat, 03 Feb 2018 02:28:55 GMT",False,"Boston, MA","Boston, MA",17 days ago,False,694b59d160f4e1af,Legal Recruiting & Development Assistant,en,42.35843,-71.05977,"indeed_clk(this,'5382');","Our clients range from Fortune 100 companies to medium and small corporations, financial institutions, and private equity firms....",Kirkland & Ellis LLP,False,MA,,http://www.indeed.com/viewjob?jk=694b59d160f4e1af&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7jtn0n2s5bk
0,Boston,Kirkland & Ellis LLP,US,"Thu, 11 Jan 2018 02:29:00 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,0c099d38908e27d9,Practice Assistant,en,42.35843,-71.05977,"indeed_clk(this,'5477');","Our clients range from Fortune 100 companies to medium and small corporations, financial institutions, and private equity firms....",Kirkland & Ellis LLP,False,MA,,http://www.indeed.com/viewjob?jk=0c099d38908e27d9&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
1,Boston,Staff Insight,US,"Wed, 14 Feb 2018 19:21:41 GMT",False,"Boston, MA","Boston, MA",5 days ago,True,2c5e024b6624582d,Real Estate Legal Secretary/Legal Administrative Assistant,en,42.357143,-71.05495,"indeed_clk(this,'5477');","This role supports two attorneys and /or <b>paralegals</b>. Monitors and manages attorney calendars and, in some instances, diaries for time keeping purposes.•...",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=2c5e024b6624582d&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
2,Boston,The West River Group,US,"Mon, 27 Nov 2017 02:27:01 GMT",False,"Boston, MA","Boston, MA",30+ days ago,True,b18641b7930542fc,Investigative Support Analyst/Paralegal (ISA I-C),en,42.357143,-71.05495,"indeed_clk(this,'5477');",Proficiency conducting research on the internet and commercial as well as public databases; Disseminate research results to appropriate contact(s) in a timely...,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=b18641b7930542fc&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
3,Boston,Morgan Lewis,US,"Wed, 24 Jan 2018 08:04:32 GMT",False,"Boston, MA","Boston, MA",26 days ago,False,41eff1663deb5d38,Litigation Paralegal (Asbestos),en,42.357143,-71.05495,"indeed_clk(this,'5477');","Morgan, Lewis &amp; Bockius LLP, one of the world’s leading international law firms firm with almost 4000 lawyers and staff in 30 offices is seeking a Litigation...",Morgan Lewis,False,MA,,http://www.indeed.com/viewjob?jk=41eff1663deb5d38&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
4,Boston,Burns & Levinson LLP,US,"Tue, 13 Feb 2018 16:08:12 GMT",False,"Boston, MA","Boston, MA 02110",6 days ago,True,8d1a7a96e5571230,Litigation Technology Paralegal,en,42.35819,-71.050674,"indeed_clk(this,'5477');","In addition to traditional Litigation <b>Paralegal</b> responsibilities such as, document review, assisting and preparation of pre-trial and pre-deposition documents...",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=8d1a7a96e5571230&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
5,Boston,Analysis Group,US,"Thu, 25 Jan 2018 22:53:25 GMT",False,"Boston, MA","Boston, MA",25 days ago,False,5f269d25f47b43fc,Compliance Analyst,en,42.35843,-71.05977,"indeed_clk(this,'5477');","<b>Paralegal</b> certificate, experience as a <b>paralegal</b>, or law degree preferred. Since 1981, we have provided expertise in economics, finance, health care analytics,...",Analysis Group,False,MA,,http://www.indeed.com/viewjob?jk=5f269d25f47b43fc&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
6,Chelsea,"Shlansky Law Group, LLP",US,"Fri, 08 Dec 2017 17:36:23 GMT",False,"Chelsea, MA","Chelsea, MA",30+ days ago,True,e10f3c36d94fc4fc,Paralegal/Legal Assistant,en,42.39011,-71.02747,"indeed_clk(this,'5477');","Shlansky Law Group, LLP, is looking for an experienced <b>Paralegal</b> to work out of its office in Chelsea, Massachusetts....",Indeed,False,MA,,http://www.indeed.com/viewjob?jk=e10f3c36d94fc4fc&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
7,Boston,Forward Financing,US,"Wed, 07 Feb 2018 19:03:09 GMT",False,"Boston, MA","Boston, MA 02108",12 days ago,True,d2242974c48899f3,Administrative Support,en,42.357143,-71.06593,"indeed_clk(this,'5477');","This position will report to our <b>Paralegal</b>, and work closely both with our <b>Paralegal</b> and our Collections Team....",Forward Financing,False,MA,,http://www.indeed.com/viewjob?jk=d2242974c48899f3&qd=MbtasYePkTf44GKp5PJpiDgAzlVkWh7AAOLyO3LnMNmYEZGLVbQj5B_v10fpcu8I-zIMjh129zh1PyVg4pOjbdnMN0Yd5M4-H3qmZtBzM34&indpubnum=2570086576337104&atk=1c6ol7k0m0m9p611
