,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,language,latitude,longitude,onmousedown,snippet,source,sponsored,state,stations,url
0,Boston,True Fit,US,"Sat, 27 Jan 2018 09:28:08 GMT",False,"Boston, MA","Boston, MA",23 days ago,True,65791351543b019d,Data Analyst,en,42.35843,-71.05977,"indeed_clk(this,'4382');","<b>Data</b> visualization experience. Knowledge of <b>data</b> analysis, statistics, mathematical modeling, and/or machine learning....",True Fit,False,MA,,http://www.indeed.com/viewjob?jk=65791351543b019d&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
1,Cambridge,gradient A.I.,US,"Tue, 19 Dec 2017 23:18:15 GMT",False,"Cambridge, MA","Cambridge, MA",30+ days ago,True,cfc21fcff5f2707f,Data Analyst,en,42.373627,-71.10439,"indeed_clk(this,'4382');",Is looking to add a talented <b>Data</b> <b>Analyst</b> to help us provide the best product possible to our clients by working at the forefront of <b>data</b> science and software...,gradient A.I.,False,MA,,http://www.indeed.com/viewjob?jk=cfc21fcff5f2707f&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
2,Boston,C Space,US,"Thu, 04 Jan 2018 22:31:55 GMT",False,"Boston, MA","Boston, MA",30+ days ago,True,2624b61295205766,Data Analyst,en,42.35843,-71.05977,"indeed_clk(this,'4382');","Work with teams on ad hoc <b>data</b> tasks such as list hygiene, <b>data</b> audits, and additional tracking needs. Provide feedback and perspective on opportunities to...",C Space,False,MA,,http://www.indeed.com/viewjob?jk=2624b61295205766&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
3,Cambridge,Panjiva,US,"Thu, 16 Nov 2017 06:15:28 GMT",False,"Cambridge, MA","Cambridge, MA",30+ days ago,True,a3684d0e292e0e8c,Data Analyst,en,42.373627,-71.10439,"indeed_clk(this,'4382');","As a <b>data</b> <b>analyst</b>, you'll analyze our <b>data</b> with scientific rigor. <b>Data</b> quality assurance. Collaborate with engineers and <b>data</b> scientists to develop new <b>data</b>...",Panjiva,False,MA,,http://www.indeed.com/viewjob?jk=a3684d0e292e0e8c&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
4,Boston,DraftKings,US,"Wed, 10 Jan 2018 06:14:19 GMT",False,"Boston, MA","Boston, MA 02110",30+ days ago,True,f5cecfe0dd2bdd71,Entry-Level Business Data Analyst,en,42.353,-71.05749,"indeed_clk(this,'4382');","As an Entry-Level Business <b>Data</b> <b>Analyst</b>, you will be an internal consultant and focus on transforming <b>data</b> into actionable business insights to fuel the growth...",DraftKings,False,MA,,http://www.indeed.com/viewjob?jk=f5cecfe0dd2bdd71&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
5,Boston,Credo,US,"Thu, 04 Jan 2018 20:42:04 GMT",False,"Boston, MA","Boston, MA",30+ days ago,True,05ed69acb08d45c5,Data Analyst Intern - Spring 2018,en,42.35843,-71.05977,"indeed_clk(this,'4382');",Review <b>data</b> gathering policies; Credo is seeking a <b>Data</b> <b>Analyst</b> Intern to join our Boston office team for the upcoming spring 2018 semester....,Credo,False,MA,,http://www.indeed.com/viewjob?jk=05ed69acb08d45c5&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
6,Boston,Havas Media,US,"Thu, 01 Feb 2018 00:45:53 GMT",False,"Boston, MA","Boston, MA 02199",19 days ago,False,cd6a481ef56f0a7f,"Analytics, Analyst",en,42.346035,-71.081276,"indeed_clk(this,'4382');","<b>Analysts</b> are exposed to a range of clients, projects and responsibilities. Strong quantitative and research skills with proven ability to demonstrate <b>data</b>...",Havas Media,False,MA,,http://www.indeed.com/viewjob?jk=cd6a481ef56f0a7f&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
7,Boston,PatientPing,US,"Thu, 15 Feb 2018 21:08:19 GMT",False,"Boston, MA","Boston, MA",4 days ago,False,30d7272e327ec49c,Data Analyst,en,42.35843,-71.05977,"indeed_clk(this,'4382');","As the first <b>Data</b> <b>Analyst</b> joining PatientPing, you will have a unique opportunity to craft and structure how we capture, assess, and reason about our <b>data</b>....",PatientPing,False,MA,,http://www.indeed.com/viewjob?jk=30d7272e327ec49c&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
8,Boston,Harvard University,US,"Thu, 01 Feb 2018 06:40:34 GMT",False,"Boston, MA","Boston, MA",18 days ago,False,55bfb9efe5ba8fbb,Junior Data Analyst,en,42.35843,-71.05977,"indeed_clk(this,'4382');","3 - 4 weeks paid vacation, paid holiday break, 12 paid sick days, 11.5 paid holidays, and 3 paid personal days per year....",Harvard University,False,MA,,http://www.indeed.com/viewjob?jk=55bfb9efe5ba8fbb&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
9,Boston,Circle,US,"Fri, 12 Jan 2018 23:35:53 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,228ccbdadd1faf1f,"Data Analyst, Risk (Boston, San Francisco or Dublin)",en,42.35843,-71.05977,"indeed_clk(this,'4382');","We’re looking for a <b>data</b> <b>analyst</b> to join our savvy risk team and leverage our <b>data</b> in smart ways to optimize our policies, detect malicious behaviors and...",Circle,False,MA,,http://www.indeed.com/viewjob?jk=228ccbdadd1faf1f&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8nvagkobbi
0,Boston,Circle Internet Financial,US,"Mon, 30 Oct 2017 18:46:34 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,0276dea054313a47,"Data Analyst, Risk (Boston, San Francisco or Dublin)",en,42.35843,-71.05977,"indeed_clk(this,'4536');","We’re looking for a <b>data</b> <b>analyst</b> to join our savvy risk team and leverage our <b>data</b> in smart ways to optimize our policies, detect malicious behaviors and...",Circle Internet Financial,False,MA,,http://www.indeed.com/viewjob?jk=0276dea054313a47&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
1,Cambridge,Milliman,US,"Mon, 18 Dec 2017 19:54:40 GMT",False,"Cambridge, MA","Cambridge, MA",30+ days ago,False,4d2553aadd5f04cb,Data Analyst,en,42.373627,-71.10439,"indeed_clk(this,'4536');","You will be an integral member of our team profiling and mapping complex datasets, identifying and inspecting client <b>data</b>, and bridging the disciplines of our...",Milliman,False,MA,,http://www.indeed.com/viewjob?jk=4d2553aadd5f04cb&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
2,Boston,Pearson,US,"Thu, 15 Feb 2018 02:46:48 GMT",False,"Boston, MA","Boston, MA",5 days ago,False,317efd41a944dc12,Data Analyst/ Data Steward,en,42.35843,-71.05977,"indeed_clk(this,'4536');",*<b>Data</b> <b>Analyst</b>/ <b>Data</b> Steward**. The <b>Data</b> <b>Analyst</b> will join the Master <b>Data</b> Management department to contribute to Pearson’s <b>data</b> transformation....,Pearson,False,MA,,http://www.indeed.com/viewjob?jk=317efd41a944dc12&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
3,Boston,Wayfair,US,"Tue, 16 Jan 2018 17:34:17 GMT",False,"Boston, MA","Boston, MA 02116",30+ days ago,False,6fa423af5f399304,Business Intelligence Analyst,en,42.3469,-71.07935,"indeed_clk(this,'4536');",An aspiring <b>analyst</b> with a quantitative background who has a strong desire to make an impact on business decisions with <b>data</b>....,Wayfair,False,MA,,http://www.indeed.com/viewjob?jk=6fa423af5f399304&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
4,Boston,IBI Group,US,"Fri, 16 Feb 2018 04:07:56 GMT",False,"Boston, MA","Boston, MA 02110",3 days ago,False,37d1fd64520b7506,Transit Data Analyst,en,42.35819,-71.050674,"indeed_clk(this,'4536');","The Transit <b>Data</b> practice also has a special emphasis on open <b>data</b>, and open <b>data</b> standards like GTFS/GTFS-real-time....",IBI Group,False,MA,,http://www.indeed.com/viewjob?jk=37d1fd64520b7506&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
5,Boston,Massachusetts Office for Victim Assistance,US,"Fri, 16 Feb 2018 17:55:49 GMT",False,"Boston, MA","Boston, MA",3 days ago,True,f6ad875e19ad7a38,Data Entry Analyst,en,42.357143,-71.05495,"indeed_clk(this,'4536');",Responsible for grantee <b>data</b> entry. <b>Data</b> Entry <b>Analyst</b> is a member of the grants management team (GMT) and assists with all related grants <b>data</b> entry functions...,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=f6ad875e19ad7a38&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
6,Boston,Rue La La,US,"Thu, 01 Feb 2018 16:24:25 GMT",False,"Boston, MA","Boston, MA 02210",18 days ago,True,fb4528a6a2471330,Marketing Analyst,en,42.344494,-71.0527,"indeed_clk(this,'4536');",1-2 years’ experience in <b>data</b> analysis in consumer/retail marketing analytics/ <b>data</b> mining. <b>Data</b> mining and statistical packages such as R/Python....,Rue La La,False,MA,,http://www.indeed.com/viewjob?jk=fb4528a6a2471330&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
7,Boston,Liberty Mutual,US,"Fri, 22 Dec 2017 15:05:06 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,a9809a430c440c29,"Business Intelligence Analyst, Liberty Mutual Investments",en,42.35843,-71.05977,"indeed_clk(this,'4536');","Knowledge of <b>data</b> warehousing structures, <b>data</b> cleansing and <b>data</b> integrity techniques. Provide application analysis and <b>data</b> modeling design to collect <b>data</b>...",Liberty Mutual,False,MA,,http://www.indeed.com/viewjob?jk=a9809a430c440c29&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
8,Boston,MassHousing,US,"Wed, 14 Feb 2018 06:13:36 GMT",False,"Boston, MA","Boston, MA",5 days ago,True,860d15cc2ce7c13a,Technical Assistant/Data Analyst,en,42.35843,-71.05977,"indeed_clk(this,'4536');","Maintains <b>data</b> integrity and evaluates effectiveness of implemented systems, applications and software products....",MassHousing,False,MA,,http://www.indeed.com/viewjob?jk=860d15cc2ce7c13a&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
9,Boston,Wiser,US,"Thu, 08 Feb 2018 00:57:48 GMT",False,"Boston, MA","Boston, MA 02111",12 days ago,True,4abd1ed898fd3b82,QA Data Analyst (Boston),en,42.35127,-71.0647,"indeed_clk(this,'4536');","We are looking for someone who is detail oriented and is passionate about the quality of their work, someone who can help advance our platform of acquiring,...",Wiser,False,MA,,http://www.indeed.com/viewjob?jk=4abd1ed898fd3b82&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omCOS8HWp6SRYZhA6kR-tEn9vOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli8spa2dsecm
0,Boston,Syntel Inc,US,"Wed, 24 Jan 2018 18:56:32 GMT",False,"Boston, MA","Boston, MA",26 days ago,True,81e4a438fd4dc6c5,Programmer Analyst / Software Engineer - Entry Level,en,42.35843,-71.05977,"indeed_clk(this,'4746');",Knowledge and experience in gathering <b>data</b> for requirements and use case development. Programming experience from internships or university projects in any...,Indeed,False,MA,,http://www.indeed.com/viewjob?jk=81e4a438fd4dc6c5&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli93ba2drd7l
1,Boston,Homesite Insurance,US,"Wed, 01 Nov 2017 21:47:12 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,8c1e988f22ace67d,Reporting Analyst,en,42.35843,-71.05977,"indeed_clk(this,'4746');","Troubleshoot anomalies in <b>data</b>, define and calculate performance metrics. Develop and maintain <b>data</b> models for Tableau and reporting server....",Homesite Insurance,False,MA,,http://www.indeed.com/viewjob?jk=8c1e988f22ace67d&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli93ba2drd7l
2,Boston,Wayfair,US,"Sat, 03 Feb 2018 04:58:06 GMT",False,"Boston, MA","Boston, MA 02116",16 days ago,False,efb2d8148169abec,"Business Analyst, Customer Insights",en,42.3469,-71.07935,"indeed_clk(this,'4746');","Possess an affinity for <b>data</b>, and resourcefulness in obtaining <b>data</b> when clean and or complete information is not available....",Wayfair,False,MA,,http://www.indeed.com/viewjob?jk=efb2d8148169abec&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli93ba2drd7l
3,Boston,Safety Insurance Company,US,"Thu, 15 Feb 2018 17:33:29 GMT",False,"Boston, MA","Boston, MA 02110",4 days ago,False,e637fe2f452bed89,Business Intelligence Analyst,en,42.357876,-71.053276,"indeed_clk(this,'4746');",Assesses usability of new <b>data</b> for the <b>Data</b> Warehouse. The BI <b>Analyst</b> will work collaboratively with business users and the <b>Data</b> Governance team to capture...,Safety Insurance Company,False,MA,,http://www.indeed.com/viewjob?jk=e637fe2f452bed89&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli93ba2drd7l
4,Boston,Acadian Asset,US,"Fri, 10 Nov 2017 09:26:06 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,398e33d0b69edaf3,Data Analyst - Client Services team - 2018 Summer Intern,en,42.35843,-71.05977,"indeed_clk(this,'4746');",<b>Data</b> <b>Analyst</b> - Client Services Intern. The <b>Data</b> <b>Analyst</b> Intern will work on a variety of projects with the goal of helping to automate certain servicing...,Acadian Asset,False,MA,,http://www.indeed.com/viewjob?jk=398e33d0b69edaf3&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli93ba2drd7l
5,Boston,DentaQuest,US,"Fri, 19 Jan 2018 06:42:13 GMT",False,"Boston, MA","Boston, MA",30+ days ago,False,4652084c5a8066e7,BI Reporting Analyst,en,42.35843,-71.05977,"indeed_clk(this,'4746');","Analyze <b>data</b> and <b>data</b> requirements regarding reporting solutions, ensure <b>data</b> quality and match-back to core systems transaction results....",DentaQuest,False,MA,,http://www.indeed.com/viewjob?jk=4652084c5a8066e7&qd=MbtasYePkTf44GKp5PJpiIusy6L6vSu-igQDcJqP4Mv103YCAL5hM0N_b-Fd5omC0OQkp_d3WlzSPbi1WmS1wfOKF2-EEXTfFT91MbkDJPmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=2570086576337104&atk=1c6oli93ba2drd7l
